condition,position,frame,flow_u,flow_v,magnitude
RIF10,210,0,-0.105643876,0.18202554,0.31884468
RIF10,210,2,-0.6025663,0.3811203,0.38705063
RIF10,210,4,-0.34447163,0.018320002,0.24414349
RIF10,210,6,2.001619,4.778862,1.1388682
RIF10,210,8,0.007087022,0.7377348,0.8998257
RIF10,210,10,0.63613683,0.98850554,0.60930145
RIF10,210,12,0.91696984,-0.15333205,0.47929376
RIF10,210,14,3.6318338,-1.9683301,0.7131464
RIF10,210,16,-0.5341461,-1.2026424,0.47705922
RIF10,210,18,4.561525,-1.5514494,0.6170942
RIF10,210,20,3.5098908,-0.17824672,0.61955583
RIF10,210,22,1.7088124,-0.7936846,0.89515144
RIF10,210,24,-1.5454643,1.5516428,0.7459347
RIF10,210,26,-0.44931734,0.3942759,0.51065904
RIF10,210,28,-0.6484257,-0.6932824,0.5534295
RIF10,210,30,7.796877,-0.18559955,6.74087
RIF10,210,32,-1.469877,-1.8487337,1.4414989
RIF10,210,34,-0.7897375,0.29418272,0.5640128
RIF10,210,36,-0.62508786,-0.8989686,0.814931
RIF10,210,38,-0.6232442,0.038398992,0.4974875
RIF10,210,40,-0.8369368,0.09845527,0.4163229
RIF10,210,42,-0.685715,-0.5250956,0.44666404
RIF10,210,44,0.11167763,-1.5139257,0.52685356
RIF10,210,46,0.6493056,0.77692425,0.47746173
RIF10,210,48,-1.6412432,0.07643166,0.670822
RIF10,210,50,-3.5768585,-1.3609551,0.97087795
RIF10,210,52,-0.45216897,-0.9086964,0.73124844
RIF10,210,54,-0.08655842,-0.17485955,0.4168202
RIF10,210,56,-0.5527063,-0.10510645,0.3582426
RIF10,210,58,-0.13941942,-0.19473386,0.32209194
RIF10,210,60,-0.36568156,-0.0067347954,0.33073577
RIF10,210,62,0.019260636,0.11745921,0.46097213
RIF10,210,64,-0.28984275,-0.08766816,0.36224243
RIF10,210,66,-0.43681422,-0.52186376,0.43346736
RIF10,210,68,-1.0204387,-0.63277036,1.148721
RIF10,210,70,-0.07460416,0.46077847,0.40284362
RIF10,210,72,-0.37010807,-0.4121041,0.35828897
RIF10,210,74,-0.1346739,-0.27465123,0.2773725
RIF10,210,76,-0.188197,-0.13197462,0.29854807
RIF10,210,78,-0.33492777,-0.0740773,0.3023514
RIF10,210,80,-1.7931795,-0.34320486,1.3070443
RIF10,210,82,3.922215,2.3961837,1.2576157
RIF10,210,84,-0.039157156,0.03896213,0.33150807
RIF10,210,86,-0.18467815,-0.026847463,0.37570408
RIF10,210,88,1.517045,-2.7869492,1.3340542
RIF10,210,90,0.78673756,2.2651124,0.6249317
RIF10,210,92,1.3232886,-2.3708334,1.0232902
RIF10,210,94,0.79511815,-0.15067321,0.31340864
RIF10,210,96,0.27408227,0.3112258,0.3289071
RIF10,210,98,-0.050480742,-0.2876625,0.30484807
RIF10,210,100,-0.47440168,-1.080347,0.42479756
RIF10,210,102,2.4849114,-1.2544161,0.8381495
RIF10,210,104,2.302834,-0.45603186,0.9144221
RIF10,210,106,0.030473903,-0.30850726,0.35906935
RIF10,210,108,1.903357,1.0472863,1.74031
