condition,position,frame,flow_u,flow_v,magnitude
REF,110,80,0.8162963,2.7986033,2.8783135
REF,110,82,-0.954242,2.0986152,1.6154993
REF,110,84,1.0548204,0.97714937,1.7256532
REF,110,86,-0.8698412,0.18933724,1.2289176
REF,110,88,-6.4415846,-3.4557102,2.0164053
REF,110,90,-1.04238,-1.1860565,1.0817393
REF,110,92,-0.77304584,1.3434114,1.2326857
REF,110,94,-2.057282,1.1662768,1.8552922
REF,110,96,2.6983721,-1.6895217,2.3961265
REF,110,98,-0.6581916,0.96521187,0.88244003
REF,110,100,0.25318024,-1.121232,1.5366303
REF,110,102,-0.29678172,-1.5577201,1.421294
REF,110,104,-3.5048165,1.7829678,2.5257504
REF,110,106,-2.8909042,2.0611198,2.475404
REF,110,108,-1.595004,-2.398543,2.7609398
